0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,3
19,3
20,3
21,4
22,5
23,5
24,6
25,8
26,13
27,17
28,20
29,28
30,44
31,49
32,56
33,100
34,15
35,6
36,3
37,2
38,2
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
