0,62.9
1,63.0
2,62.9
3,63.0
4,63.1
5,62.9
6,63.0
7,63.0
8,63.3
9,63.4
10,66.9
11,66.9
12,66.9
13,66.8
14,66.8
15,66.9
16,67.1
17,67.2
18,67.3
19,67.3
20,67.4
21,67.4
22,71.4
23,71.3
24,71.4
25,71.4
26,71.4
27,71.4
28,71.4
29,72.5
30,72.7
31,72.5
32,72.5
33,72.5
34,75.4
35,75.4
36,75.6
37,76.7
38,76.9
39,77.0
40,78.3
41,78.4
42,78.5
43,78.7
44,76.8
45,77.0
46,81.9
47,81.8
48,82.0
49,83.5
50,82.8
51,82.9
52,85.2
53,84.6
54,84.6
55,86.3
56,86.7
57,82.7
58,90.9
59,91.0
60,90.6
61,91.4
62,91.6
63,90.7
64,93.3
65,94.1
66,94.5
67,94.6
68,94.4
69,90.2
70,99.7
71,99.8
72,100.1
73,100.5
74,97.5
75,97.5
76,97.4
77,98.8
78,100.0
79,100.1
80,100.4
81,94.9
82,102.5
83,102.5
84,102.7
85,102.2
86,101.8
87,101.4
88,101.6
89,101.7
90,101.8
91,102.0
92,102.3
93,97.8
94,104.2
95,104.2
96,104.3
97,104.5
98,104.5
99,104.6
100,104.9
101,104.6
102,104.4
103,104.7
104,104.4
105,101.0
106,106.1
107,106.3
108,105.5
109,106.7
110,106.8
111,106.5
112,106.5
113,107.0
114,107.3
115,107.3
116,107.2
117,100.2
118,110.4
119,110.4
120,110.2
121,109.0
122,109.3
123,108.7
124,110.3
125,110.0
126,110.2
127,110.3
128,109.7
129,105.6
130,116.9
131,116.7
132,115.4
133,115.3
134,112.6
135,111.9
136,113.7
137,112.9
138,112.5
139,112.4
140,111.4
141,108.4
142,116.5
143,115.2
144,112.8
145,113.0
146,113.0
147,112.5
148,112.6
149,113.0
150,113.1
151,113.2
152,113.3
153,110.2
154,119.5
155,118.1
156,117.9
157,117.8
158,118.1
159,116.4
160,115.4
161,116.6
162,116.9
163,114.7
164,114.6
165,113.3
166,122.5
167,121.2
168,120.8
169,118.4
170,118.5
171,118.0
172,117.8
173,117.3
174,119.0
175,119.2
176,118.2
177,117.2
178,125.0
179,124.8
180,124.8
181,125.1
182,125.9
183,125.5
184,124.4
185,123.2
186,122.9
187,122.8
188,122.6
189,120.3
190,131.0
191,130.3
192,129.5
193,129.2
194,129.0
195,129.3
196,129.2
197,128.9
198,128.3
199,128.4
200,127.5
201,123.5
202,132.1
203,132.1
204,131.8
205,132.1
206,132.9
207,133.0
208,132.9
209,132.6
210,132.8
211,132.9
212,132.6
213,128.0
214,135.7
215,136.2
216,136.3
217,137.3
218,137.5
219,137.4
220,137.4
221,138.3
222,138.1
223,138.2
224,138.2
225,133.9
226,140.0
227,139.3
228,139.8
229,140.1
230,139.9
231,139.3
232,139.1
233,138.7
234,137.8
235,137.7
236,137.2
237,132.9
238,141.7
239,142.4
240,142.4
241,141.2
242,141.1
243,141.1
244,140.5
245,140.6
246,140.7
247,139.5
248,139.2
249,135.6
250,142.2
251,141.9
252,141.6
253,141.7
254,141.5
255,141.2
256,140.3
257,138.4
258,138.0
259,135.9
260,135.9
261,133.7
262,140.6
263,139.4
264,137.8
265,137.8
266,138.0
267,137.8
268,137.2
269,135.4
270,134.3
271,134.8
272,133.9
273,132.7
274,140.6
275,140.4
276,139.2
277,138.2
278,138.7
279,137.7
280,138.0
281,137.2
282,136.0
283,134.7
284,134.4
285,133.4
286,142.1
287,140.8
288,140.5
289,139.9
290,139.4
291,139.0
292,138.9
293,138.9
294,137.4
295,136.8
296,135.8
297,135.5
298,141.2
299,141.3
300,141.1
301,140.3
302,137.7
303,138.1
304,138.9
305,136.9
306,135.9
307,136.5
308,136.0
309,135.8
310,138.3
311,137.8
312,138.3
313,136.8
314,137.7
315,136.4
316,136.0
317,134.9
318,134.4
319,131.3
320,130.3
321,130.4
322,139.0
323,136.5
324,135.0
325,135.7
326,135.8
327,138.5
328,134.0
329,133.6
330,132.0
331,131.6
332,132.0
333,130.5
334,140.7
335,139.0
336,137.6
337,137.4
338,136.8
339,137.1
340,135.9
341,136.2
342,136.2
343,132.8
344,132.4
345,131.5
346,142.0
347,139.9
348,139.5
349,139.8
350,137.4
351,136.8
352,136.5
353,135.8
354,132.6
355,132.8
356,131.7
357,131.9
358,137.8
359,134.8
360,132.9
361,133.7
362,133.7
363,133.4
364,132.3
365,132.0
366,130.6
367,123.7
368,125.7
369,126.5
370,129.4
371,135.0
372,133.8
373,132.8
374,132.5
375,131.9
376,130.5
377,130.1
378,129.8
379,129.2
380,128.2
381,126.6
382,134.1
383,134.8
384,132.9
385,133.6
386,133.5
387,132.1
388,133.1
389,132.2
390,129.5
391,128.2
392,129.1
393,128.7
394,139.4
395,137.7
396,137.6
397,137.0
398,136.8
399,136.0
400,136.7
401,136.1
402,137.9
403,134.6
404,136.1
405,133.8
406,138.3
407,139.5
408,138.1
409,139.3
410,139.0
411,137.8
412,137.2
413,137.3
414,135.4
415,134.8
416,135.0
417,134.5
418,137.7
419,137.0
420,136.4
421,137.0
422,137.0
423,136.7
424,137.4
425,136.7
426,136.9
427,136.7
428,136.5
429,135.7
430,140.6
431,140.7
432,140.3
433,141.0
434,140.4
435,140.3
436,140.6
437,139.7
438,140.1
439,140.9
440,140.8
441,139.6
442,143.9
443,144.1
444,143.6
445,143.4
446,143.3
447,142.6
448,142.4
449,141.7
450,141.3
451,140.7
452,140.4
453,140.2
454,144.8
455,145.6
456,146.4
457,146.8
458,146.6
459,145.5
460,145.2
461,144.4
462,143.8
463,143.6
464,143.4
465,142.6
466,148.0
467,147.8
468,146.3
469,147.8
470,149.4
471,149.2
472,148.7
473,148.5
474,148.1
475,148.5
476,147.4
477,147.2
478,150.7
479,150.6
480,150.5
481,149.9
482,150.2
483,149.8
484,149.6
485,149.7
486,149.8
487,147.8
488,147.2
489,147.0
490,152.9
