0,80.0
1,79.9
2,77.7
3,77.8
4,77.6
5,78.0
6,78.7
7,78.9
8,77.7
9,77.0
10,75.5
11,75.8
12,76.0
13,77.8
14,75.0
15,75.1
16,76.9
17,77.7
18,80.8
19,83.6
20,84.3
21,85.5
22,86.5
23,88.8
24,87.6
25,89.3
26,91.1
27,90.6
28,91.3
29,92.0
30,92.6
31,91.5
32,90.5
33,90.0
34,90.4
35,90.9
36,91.1
37,91.6
38,92.5
39,92.7
40,92.4
41,91.6
42,91.2
43,90.8
44,90.5
45,93.3
46,96.5
47,99.3
48,98.7
49,98.4
50,97.0
51,95.0
52,95.0
53,94.2
54,94.0
55,93.4
56,92.8
57,93.1
58,93.3
59,94.1
60,94.5
61,94.3
62,94.0
63,94.0
64,93.9
65,93.6
66,94.0
67,94.8
68,95.3
69,95.7
70,95.9
71,96.6
72,96.0
73,94.4
74,94.3
75,94.2
76,94.7
77,95.2
78,95.5
79,95.0
80,94.5
81,94.4
82,94.5
83,94.9
84,94.4
85,93.5
86,93.5
87,93.9
88,94.0
89,94.7
90,95.5
91,96.3
92,97.2
93,97.6
94,97.2
95,97.9
96,98.5
97,98.4
98,98.7
99,99.4
100,99.9
101,100.9
102,101.8
103,101.4
104,101.1
105,100.8
106,100.8
107,100.4
108,100.6
109,101.0
110,101.2
111,101.0
112,101.6
113,102.5
114,101.8
115,100.7
116,100.6
117,100.7
118,101.8
119,102.4
120,102.2
121,102.5
122,102.2
123,101.2
124,100.0
125,98.8
126,98.8
127,98.8
128,98.5
129,98.4
130,98.4
131,98.6
132,98.1
133,97.2
134,95.9
135,95.0
136,94.1
137,93.9
138,93.7
139,93.1
140,92.3
141,92.0
142,92.2
143,92.3
144,91.8
145,91.0
146,91.3
147,91.2
148,91.5
149,92.4
150,93.1
151,92.9
152,93.8
153,94.8
154,95.8
155,96.0
156,96.7
157,97.4
158,97.8
159,99.7
160,99.9
161,98.5
162,98.8
163,100.2
164,100.2
165,100.4
166,101.6
167,101.2
168,101.2
169,100.5
170,100.5
171,99.9
172,98.3
173,97.8
174,98.0
175,97.6
176,96.1
177,96.0
178,95.9
179,93.7
180,92.3
181,91.4
182,91.6
183,91.6
184,92.8
185,94.3
186,94.4
187,94.1
188,94.5
189,94.8
190,95.5
191,95.5
192,94.6
193,95.2
194,96.9
195,98.5
196,99.1
197,96.0
198,95.3
199,96.2
200,96.7
201,96.7
202,96.2
203,96.3
204,96.8
205,97.5
206,99.0
207,99.4
208,100.2
209,100.4
210,101.9
211,101.7
212,102.1
213,103.6
214,104.1
215,105.8
216,105.5
217,104.0
218,104.6
219,105.5
220,107.8
221,108.8
222,107.9
223,109.2
224,110.5
225,112.1
226,114.4
227,114.5
228,112.3
229,112.3
230,113.7
231,112.8
232,112.7
233,115.1
234,117.2
235,117.3
236,118.2
237,118.8
238,116.2
239,113.3
240,113.8
241,115.1
242,113.7
243,114.1
244,115.9
245,117.5
246,118.6
247,120.0
248,121.5
249,121.1
250,121.8
251,123.6
252,127.5
253,127.3
254,129.2
255,129.5
256,133.5
257,137.3
258,141.2
259,145.5
260,147.5
261,143.0
262,137.8
263,129.6
264,120.0
265,114.5
266,113.0
267,113.0
268,113.6
269,114.8
270,116.8
271,120.0
272,119.3
273,121.1
274,121.3
275,122.3
276,124.1
277,124.4
278,125.9
279,125.8
280,126.3
281,127.7
282,126.7
283,125.2
284,125.2
285,125.7
286,125.7
287,127.1
288,129.2
289,131.0
290,133.0
291,135.3
292,139.3
293,142.9
294,143.1
295,142.2
296,142.4
297,141.9
298,141.7
299,141.2
300,142.2
301,142.2
302,142.2
303,142.2
304,144.2
305,144.1
306,142.0
307,138.7
308,137.7
309,139.4
310,140.8
311,141.2
312,140.2
313,139.4
314,140.1
315,141.3
316,141.2
317,140.2
318,139.4
319,138.8
320,138.9
321,139.4
322,139.8
323,138.9
324,137.7
325,137.8
326,138.3
327,139.8
328,140.5
329,139.7
330,140.1
331,140.5
332,140.1
333,139.0
334,137.9
335,136.0
336,133.5
337,130.1
338,126.0
339,125.5
340,125.3
341,125.1
342,126.5
343,126.6
344,125.4
345,123.2
346,121.9
347,121.5
348,120.8
349,119.3
350,117.8
351,117.2
352,117.7
353,118.5
354,119.9
355,120.7
356,120.8
357,120.5
358,120.6
359,121.1
360,120.7
